Permutation,eval_r2,eval_mape,eval_mdape,eval_consensus
"('DESTROYED', 'I(DESTROYED>4.5)', 'I(AGE_DEPENDENCY>0.67)', 'I(TENURE_SECURITY>0.81)')",0.7761669069478183,0.1577560157300461,0.13009565197278372,0.17056158691833714
"('DESTROYED', 'I(PALMA>0.06)', 'AGE_DEPENDENCY', 'I(TENURE_SECURITY>0.81)')",0.7425866942662677,0.14373126840693132,0.11059849018883929,0.17058102144316764
"('DESTROYED', 'I(INCOME>0.7)', 'I(AGE_DEPENDENCY>0.67)', 'I(TENURE_SECURITY>0.81)')",0.7581932793363834,0.1492225280130278,0.12071890451922568,0.17058271773195668
"('DESTROYED', 'I(DESTROYED>4.5)', 'I(INCOME>0.7)', 'I(PALMA>0.06)', 'EPR')",0.7662085895210029,0.1632606941213343,0.11480636596949134,0.1706194901899409
"('DESTROYED', 'INCOME', 'I(INCOME>0.7)', 'AGE_DEPENDENCY', 'TENURE_SECURITY')",0.7607476785822367,0.14956622060309496,0.12306441551151551,0.17062765251079126
"('DESTROYED', 'I(DESTROYED>4.5)', 'PALMA', 'AGE_DEPENDENCY', 'TENURE_SECURITY')",0.7717096316412344,0.15998965867852497,0.1237191760692499,0.17066640103551348
"('DESTROYED', 'PALMA', 'I(PALMA>0.06)')",0.7457475501570914,0.14464835948785468,0.1131719908999647,0.17069093341024266
"('DESTROYED', 'INCOME', 'I(PALMA>0.06)', 'I(AGE_DEPENDENCY>0.67)', 'EPR')",0.7449756101712273,0.14505363256885379,0.11199959810041898,0.17069254016601518
"('DESTROYED', 'PALMA', 'AGE_DEPENDENCY', 'I(TENURE_SECURITY>0.81)', 'DESTROYED×INCOME')",0.7462776006693377,0.14570938730311844,0.11273964822812345,0.17072381162063474
"('DESTROYED', 'I(AGE_DEPENDENCY>0.67)', 'DESTROYED×INCOME')",0.7571402044618832,0.14618580729454836,0.12326088889945781,0.17076883057737433
"('DESTROYED', 'INCOME', 'PALMA', 'I(PALMA>0.06)', 'I(AGE_DEPENDENCY>0.67)')",0.7470598963475298,0.14531686097825658,0.11407366954329427,0.170776878058007
"('DESTROYED', 'I(PALMA>0.06)', 'I(AGE_DEPENDENCY>0.67)', 'I(TENURE_SECURITY>0.81)', 'DESTROYED×INCOME')",0.7449873165474526,0.14157027264423722,0.11611233223122645,0.17089842944267034
"('DESTROYED', 'I(INCOME>0.7)', 'I(PALMA>0.06)', 'I(AGE_DEPENDENCY>0.67)', 'I(TENURE_SECURITY>0.81)')",0.7549047023576063,0.14289910652533758,0.12481028411188386,0.17093489609320503
"('DESTROYED', 'PALMA', 'I(TENURE_SECURITY>0.81)')",0.7445532575723456,0.14625736790831498,0.11111142509805487,0.17093851181134143
"('DESTROYED', 'PALMA', 'I(PALMA>0.06)', 'I(AGE_DEPENDENCY>0.67)', 'I(TENURE_SECURITY>0.81)')",0.7438180097320539,0.14147487764198247,0.11517099939537252,0.17094262243510036
"('DESTROYED', 'PALMA', 'I(PALMA>0.06)', 'I(AGE_DEPENDENCY>0.67)', 'DESTROYED×INCOME')",0.7462638555106437,0.14451881249634033,0.11462691014917241,0.17096062237828968
"('DESTROYED', 'I(DESTROYED>4.5)', 'I(INCOME>0.7)', 'AGE_DEPENDENCY', 'TENURE_SECURITY')",0.7768683965083137,0.15554733597769252,0.1342777181330686,0.17098555253414913
"('DESTROYED', 'I(DESTROYED>4.5)', 'I(PALMA>0.06)', 'EPR', 'DESTROYED×INCOME')",0.7645553566430073,0.16059917849254954,0.11705294095716925,0.1710322542689038
"('DESTROYED', 'I(DESTROYED>4.5)', 'AGE_DEPENDENCY', 'I(AGE_DEPENDENCY>0.67)')",0.7761844232677486,0.15906180737467016,0.13032969963282526,0.17106902791324893
"('DESTROYED', 'I(DESTROYED>4.5)', 'I(PALMA>0.06)', 'GRID_SMOD', 'I(TENURE_SECURITY>0.81)')",0.760680906903859,0.16170901318825776,0.11218633496383815,0.17107148041607897
"('DESTROYED', 'I(INCOME>0.7)', 'PALMA', 'GRID_SMOD', 'AGE_DEPENDENCY')",0.750744271354324,0.15119193698991673,0.11278755727202913,0.17107840763587398
"('DESTROYED', 'PALMA', 'AGE_DEPENDENCY', 'I(TENURE_SECURITY>0.81)')",0.7435083992910703,0.1452329133418978,0.11154123798112259,0.17108858401065005
"('DESTROYED', 'I(DESTROYED>4.5)', 'I(AGE_DEPENDENCY>0.67)', 'TENURE_SECURITY', 'I(TENURE_SECURITY>0.81)')",0.7740949505816314,0.1564422518353295,0.13097914041102907,0.1711088138882424
"('DESTROYED', 'I(DESTROYED>4.5)', 'PALMA', 'GRID_SMOD')",0.7673866696469853,0.1637356412066434,0.11706007536565594,0.17113634897510469
"('DESTROYED', 'PALMA', 'AGE_DEPENDENCY', 'I(AGE_DEPENDENCY>0.67)', 'DESTROYED×INCOME')",0.7453073708494565,0.14571076307348949,0.11302307470311686,0.17114215564238325
"('DESTROYED', 'I(PALMA>0.06)', 'I(AGE_DEPENDENCY>0.67)', 'EPR', 'DESTROYED×INCOME')",0.7435767163487583,0.14383383077249118,0.1132639672116137,0.17117369387844886
"('DESTROYED', 'I(DESTROYED>4.5)', 'INCOME', 'I(AGE_DEPENDENCY>0.67)')",0.7747976115032854,0.1591005466763209,0.12928510968844487,0.17119601495382678
"('DESTROYED', 'INCOME', 'I(AGE_DEPENDENCY>0.67)', 'I(TENURE_SECURITY>0.81)')",0.7542858932960025,0.14703106882368402,0.12094269617611292,0.17122929056793149
"('DESTROYED', 'I(DESTROYED>4.5)', 'I(INCOME>0.7)', 'I(PALMA>0.06)', 'TENURE_SECURITY')",0.7669624922424073,0.16245593866699298,0.11819926310193918,0.1712309031755083
"('DESTROYED', 'INCOME', 'I(INCOME>0.7)', 'I(PALMA>0.06)')",0.7495308558876471,0.14588521429144868,0.11736257691283998,0.1712389784388805
"('DESTROYED', 'INCOME', 'PALMA', 'AGE_DEPENDENCY', 'I(AGE_DEPENDENCY>0.67)')",0.7453907965151041,0.14651402576626615,0.11261865076959165,0.17124729334025124
"('DESTROYED', 'I(INCOME>0.7)', 'AGE_DEPENDENCY', 'I(TENURE_SECURITY>0.81)')",0.7577090187981727,0.15302127537551644,0.11863796861578778,0.17131674173104386
"('DESTROYED', 'I(DESTROYED>4.5)', 'INCOME', 'I(PALMA>0.06)', 'GRID_SMOD')",0.7606241199295503,0.1607363464900147,0.11388819940049454,0.17133347532031964
"('DESTROYED', 'I(DESTROYED>4.5)', 'GRID_SMOD', 'I(AGE_DEPENDENCY>0.67)')",0.7728467047900919,0.16089351663221615,0.1260641142310868,0.17137030869107037
"('DESTROYED', 'I(DESTROYED>4.5)', 'I(INCOME>0.7)', 'PALMA', 'TENURE_SECURITY')",0.76931999130487,0.16509243011156638,0.11836937515875835,0.17138060465515156
"('DESTROYED', 'I(DESTROYED>4.5)', 'I(PALMA>0.06)', 'TENURE_SECURITY', 'I(TENURE_SECURITY>0.81)')",0.7611458075102148,0.16055708914590322,0.11477034616169929,0.17139387593246258
"('DESTROYED', 'I(DESTROYED>4.5)', 'I(PALMA>0.06)', 'GRID_SMOD', 'DESTROYED×INCOME')",0.7623811455453555,0.1607478420737578,0.11590999041992814,0.17142556231611014
"('DESTROYED', 'I(INCOME>0.7)', 'AGE_DEPENDENCY', 'TENURE_SECURITY', 'EPR')",0.7597180722658936,0.15188193322187554,0.12230962014513558,0.17149116036703918
"('DESTROYED', 'AGE_DEPENDENCY')",0.7568089140707295,0.14557144115436935,0.12581424148565468,0.17152558952309818
"('DESTROYED', 'PALMA', 'I(PALMA>0.06)', 'AGE_DEPENDENCY', 'DESTROYED×INCOME')",0.7459483650062945,0.14658623454357894,0.11398729401009146,0.17154172118245867
"('DESTROYED', 'I(INCOME>0.7)', 'AGE_DEPENDENCY', 'TENURE_SECURITY', 'DESTROYED×INCOME')",0.7609576533150851,0.1501158088446188,0.12558700571669965,0.1715817204154111
"('DESTROYED', 'PALMA', 'DESTROYED×INCOME')",0.7475603725051501,0.1463225759211359,0.11601777497694235,0.17159332613097608
"('DESTROYED', 'INCOME', 'PALMA')",0.7494187894899285,0.14636862793254993,0.1178853845711508,0.17161174100459076
"('DESTROYED', 'PALMA', 'I(PALMA>0.06)', 'I(AGE_DEPENDENCY>0.67)', 'EPR')",0.7403869241283172,0.1425451895581651,0.11272470070365419,0.17162765537783406
"('DESTROYED', 'AGE_DEPENDENCY', 'TENURE_SECURITY', 'DESTROYED×INCOME')",0.7512299754706887,0.14582736783200936,0.12030167875149421,0.1716330237042716
"('DESTROYED', 'I(AGE_DEPENDENCY>0.67)', 'I(TENURE_SECURITY>0.81)')",0.7548479033380621,0.14515588845654034,0.12461925813536338,0.17164241441794723
"('DESTROYED', 'I(PALMA>0.06)', 'AGE_DEPENDENCY', 'EPR')",0.7419750717130524,0.1452000760321586,0.11194062949296527,0.17172187793735713
"('DESTROYED', 'I(DESTROYED>4.5)', 'INCOME', 'I(PALMA>0.06)', 'EPR')",0.7623312098268933,0.1612742254573773,0.1162879837928302,0.17174366647443806
"('DESTROYED', 'PALMA', 'AGE_DEPENDENCY', 'TENURE_SECURITY')",0.7420465042838347,0.14514304078135434,0.11220136195084904,0.17176596614945625
"('DESTROYED', 'I(DESTROYED>4.5)', 'I(INCOME>0.7)', 'I(AGE_DEPENDENCY>0.67)')",0.7743963656453602,0.1585480960568586,0.1311626108055484,0.17177144707234893
"('DESTROYED', 'I(DESTROYED>4.5)', 'PALMA', 'I(PALMA>0.06)', 'EPR')",0.766567208112472,0.16172986900626873,0.12024465885726845,0.1718024399170217
"('DESTROYED', 'INCOME', 'I(PALMA>0.06)', 'AGE_DEPENDENCY', 'EPR')",0.7469025244245721,0.14938782210680365,0.11312099546387422,0.17186876438203527
"('DESTROYED', 'I(PALMA>0.06)', 'I(AGE_DEPENDENCY>0.67)', 'I(TENURE_SECURITY>0.81)', 'EPR')",0.7383014951392972,0.14122057582169326,0.11270661631405844,0.17187523233215152
"('DESTROYED', 'I(PALMA>0.06)', 'I(TENURE_SECURITY>0.81)')",0.7427051404467735,0.14491941718917642,0.1134549126523834,0.17188972979826211
"('DESTROYED', 'PALMA', 'AGE_DEPENDENCY', 'EPR')",0.7414264945000373,0.14549475642782383,0.11168642698403988,0.17191822963727546
"('DESTROYED', 'I(DESTROYED>4.5)', 'PALMA', 'TENURE_SECURITY')",0.7679562004156111,0.16250575289440375,0.12121786779105044,0.17192247342328104
"('DESTROYED', 'I(INCOME>0.7)', 'I(PALMA>0.06)', 'AGE_DEPENDENCY', 'I(TENURE_SECURITY>0.81)')",0.756173102006538,0.14576185138969225,0.1262463689967146,0.1719450394599563
"('DESTROYED', 'I(DESTROYED>4.5)', 'GRID_SMOD', 'I(AGE_DEPENDENCY>0.67)', 'TENURE_SECURITY')",0.7726916283539167,0.15752678565290154,0.13102642348824853,0.1719538602624111
"('DESTROYED', 'I(DESTROYED>4.5)', 'I(INCOME>0.7)', 'PALMA', 'GRID_SMOD')",0.7631473312664183,0.16479579725134974,0.11431951578112338,0.17198932725535157
"('DESTROYED', 'I(INCOME>0.7)', 'PALMA', 'I(PALMA>0.06)')",0.7494915356862609,0.15076005702274783,0.11492984757498806,0.17206612297049165
"('DESTROYED', 'I(AGE_DEPENDENCY>0.67)', 'I(TENURE_SECURITY>0.81)', 'DESTROYED×INCOME')",0.7517972813767841,0.1467651110695883,0.12126719043993178,0.1720783400442453
"('DESTROYED', 'I(PALMA>0.06)', 'AGE_DEPENDENCY', 'TENURE_SECURITY')",0.7408258434109414,0.14374164198131986,0.1133342066930981,0.17208333508782556
"('DESTROYED', 'I(INCOME>0.7)', 'AGE_DEPENDENCY', 'I(AGE_DEPENDENCY>0.67)')",0.755694105358862,0.15348029682407366,0.1184748461174686,0.17208701252756012
"('DESTROYED', 'I(INCOME>0.7)', 'I(PALMA>0.06)', 'AGE_DEPENDENCY', 'I(AGE_DEPENDENCY>0.67)')",0.752840904575508,0.14768111941286302,0.12142096849258086,0.17208706110997862
"('DESTROYED', 'INCOME', 'I(INCOME>0.7)', 'PALMA')",0.7518848096695888,0.15192454004158115,0.11635455957472307,0.1721314299822385
"('DESTROYED', 'I(PALMA>0.06)', 'I(AGE_DEPENDENCY>0.67)', 'TENURE_SECURITY', 'DESTROYED×INCOME')",0.742482721062544,0.14360166594824644,0.11528073138972904,0.17213322542514384
"('DESTROYED', 'I(INCOME>0.7)', 'I(PALMA>0.06)', 'EPR')",0.751549522898491,0.1505578515087988,0.11749722750012392,0.17216851870347724
"('DESTROYED', 'INCOME', 'I(PALMA>0.06)', 'AGE_DEPENDENCY', 'I(TENURE_SECURITY>0.81)')",0.7458063177678194,0.14716558553877815,0.11519231440992592,0.17218386072696157
"('DESTROYED', 'I(INCOME>0.7)', 'PALMA', 'DESTROYED×INCOME')",0.7555330076979232,0.15306237974941198,0.11909023625120344,0.1722065361008974
"('DESTROYED', 'I(INCOME>0.7)', 'PALMA', 'I(AGE_DEPENDENCY>0.67)', 'EPR')",0.7553392578775568,0.15188563047291334,0.1200830451346568,0.17220980591000443
"('DESTROYED', 'PALMA', 'I(AGE_DEPENDENCY>0.67)', 'I(TENURE_SECURITY>0.81)', 'EPR')",0.736715623207319,0.1434372164482948,0.10992373852337908,0.1722151105881183
"('DESTROYED', 'INCOME', 'PALMA', 'AGE_DEPENDENCY', 'DESTROYED×INCOME')",0.7405230638420585,0.14756325465702702,0.10968963261665274,0.1722432744772071
"('DESTROYED', 'I(INCOME>0.7)', 'I(PALMA>0.06)', 'DESTROYED×INCOME')",0.755156250841192,0.14745022895351578,0.1244901478904427,0.17226137533425553
"('DESTROYED', 'I(DESTROYED>4.5)', 'I(PALMA>0.06)', 'GRID_SMOD', 'TENURE_SECURITY')",0.760219100439794,0.16188898097748508,0.11518102138223378,0.17228363397330826
"('DESTROYED', 'AGE_DEPENDENCY', 'I(AGE_DEPENDENCY>0.67)')",0.7544064671043046,0.14613102180323467,0.12514740266132363,0.1722906524534179
"('DESTROYED', 'I(DESTROYED>4.5)', 'I(INCOME>0.7)', 'I(PALMA>0.06)', 'I(TENURE_SECURITY>0.81)')",0.7641010331159046,0.16304671663504286,0.1180352518460331,0.1723269784550571
"('DESTROYED', 'I(PALMA>0.06)', 'GRID_SMOD', 'AGE_DEPENDENCY')",0.7406038114108151,0.14738955017873173,0.11054245244445864,0.17244273040412508
"('DESTROYED', 'I(DESTROYED>4.5)', 'AGE_DEPENDENCY', 'TENURE_SECURITY', 'DESTROYED×INCOME')",0.7693200733969409,0.15716642805277364,0.1295389465151823,0.17246176705700503
"('DESTROYED', 'I(DESTROYED>4.5)', 'I(INCOME>0.7)', 'PALMA', 'I(TENURE_SECURITY>0.81)')",0.7645973964031249,0.16636051311822628,0.11573956515003091,0.1725008939550441
"('DESTROYED', 'I(DESTROYED>4.5)', 'PALMA', 'GRID_SMOD', 'AGE_DEPENDENCY')",0.7691325102900719,0.16292510856731002,0.12381743524867014,0.17253667784196944
"('DESTROYED', 'PALMA', 'GRID_SMOD', 'AGE_DEPENDENCY')",0.7407683292628164,0.14908791825428663,0.10932615159247878,0.17254858019464966
"('DESTROYED', 'INCOME', 'I(AGE_DEPENDENCY>0.67)', 'TENURE_SECURITY', 'I(TENURE_SECURITY>0.81)')",0.7472078908180274,0.1462107390363583,0.11866998165942598,0.1725576099592523
"('DESTROYED', 'I(INCOME>0.7)', 'PALMA', 'GRID_SMOD', 'I(AGE_DEPENDENCY>0.67)')",0.7466830242630436,0.1514237039529546,0.11303574465333799,0.17259214144774968
"('DESTROYED', 'INCOME', 'I(PALMA>0.06)', 'I(AGE_DEPENDENCY>0.67)', 'TENURE_SECURITY')",0.7435449957777123,0.14414644310841915,0.11720994609246997,0.1726037978077256
"('DESTROYED', 'I(PALMA>0.06)', 'AGE_DEPENDENCY', 'I(AGE_DEPENDENCY>0.67)', 'DESTROYED×INCOME')",0.7427426695169719,0.14460005269451853,0.11607878310347448,0.17264538876034038
"('DESTROYED', 'PALMA', 'GRID_SMOD', 'I(AGE_DEPENDENCY>0.67)')",0.742471936612991,0.14696127333579703,0.11349306898781582,0.1726608019035406
"('DESTROYED', 'I(INCOME>0.7)', 'PALMA', 'I(PALMA>0.06)', 'EPR')",0.7499525878610891,0.15281230778309557,0.11514014019217161,0.17266662003805935
"('DESTROYED', 'I(INCOME>0.7)', 'PALMA', 'AGE_DEPENDENCY', 'DESTROYED×INCOME')",0.7586313841499335,0.15227334154693506,0.12437770829231873,0.1726732218964401
"('DESTROYED', 'I(DESTROYED>4.5)', 'I(PALMA>0.06)', 'I(TENURE_SECURITY>0.81)', 'EPR')",0.761195531385865,0.16204346594208993,0.11725640431195557,0.17270144628939352
"('DESTROYED', 'I(DESTROYED>4.5)', 'PALMA', 'I(TENURE_SECURITY>0.81)', 'DESTROYED×INCOME')",0.7633199668816982,0.16504319206401238,0.11639886091358174,0.17270736203196532
"('DESTROYED', 'I(PALMA>0.06)', 'AGE_DEPENDENCY', 'I(AGE_DEPENDENCY>0.67)', 'I(TENURE_SECURITY>0.81)')",0.739575207990401,0.14186325121364565,0.11587400396839492,0.1727206823972132
"('DESTROYED', 'I(PALMA>0.06)', 'AGE_DEPENDENCY', 'I(AGE_DEPENDENCY>0.67)', 'EPR')",0.7378390661093501,0.14235614551896986,0.11385168823918233,0.17278958921626733
"('DESTROYED', 'I(DESTROYED>4.5)', 'I(INCOME>0.7)', 'I(AGE_DEPENDENCY>0.67)', 'I(TENURE_SECURITY>0.81)')",0.7699666208299428,0.1586376963007867,0.12972377170171642,0.17279828239085346
"('DESTROYED', 'I(INCOME>0.7)', 'I(PALMA>0.06)', 'EPR', 'DESTROYED×INCOME')",0.7532321013517869,0.1504157170024449,0.12174049920056863,0.1729747049504089
"('DESTROYED', 'I(PALMA>0.06)', 'EPR')",0.7410734917633666,0.14448049201978483,0.1155182307262725,0.1729750769942303
"('DESTROYED', 'I(DESTROYED>4.5)', 'PALMA', 'AGE_DEPENDENCY', 'I(TENURE_SECURITY>0.81)')",0.7673618361233647,0.16270549271133056,0.12370198884571673,0.17301521514456086
"('DESTROYED', 'PALMA', 'I(PALMA>0.06)', 'AGE_DEPENDENCY', 'I(AGE_DEPENDENCY>0.67)')",0.7445321978923781,0.14374917915742813,0.11987994142708071,0.17303230756404356
"('DESTROYED', 'I(DESTROYED>4.5)', 'INCOME', 'PALMA', 'I(TENURE_SECURITY>0.81)')",0.7633191371748875,0.1650699885756208,0.11744234543353224,0.1730643989447552
"('DESTROYED', 'I(DESTROYED>4.5)', 'I(AGE_DEPENDENCY>0.67)', 'I(TENURE_SECURITY>0.81)', 'DESTROYED×INCOME')",0.7710262549835987,0.1592945933371264,0.13101613012456312,0.17309482282603028
"('DESTROYED', 'I(DESTROYED>4.5)', 'AGE_DEPENDENCY')",0.7737927891133816,0.15947783502791282,0.13360414382458605,0.17309639657970577
"('DESTROYED', 'I(PALMA>0.06)', 'I(AGE_DEPENDENCY>0.67)', 'TENURE_SECURITY', 'I(TENURE_SECURITY>0.81)')",0.7374543981264654,0.14253673516170345,0.1143349806954128,0.17313910591021697
"('DESTROYED', 'I(INCOME>0.7)', 'I(PALMA>0.06)', 'I(TENURE_SECURITY>0.81)', 'DESTROYED×INCOME')",0.7505572657605111,0.14943958140728883,0.12068955812303694,0.17319062458993825
"('DESTROYED', 'PALMA', 'I(PALMA>0.06)', 'AGE_DEPENDENCY', 'I(TENURE_SECURITY>0.81)')",0.7377793973460889,0.14609915961936493,0.11125512496990822,0.17319162908106142
"('DESTROYED', 'INCOME', 'I(PALMA>0.06)', 'AGE_DEPENDENCY', 'TENURE_SECURITY')",0.7427317721926823,0.14638082203465827,0.11598360904661258,0.1732108862961962
"('DESTROYED', 'PALMA', 'I(PALMA>0.06)', 'I(AGE_DEPENDENCY>0.67)', 'TENURE_SECURITY')",0.7403779914832662,0.1435644007200625,0.11644636843440623,0.17321092589040085
"('DESTROYED', 'INCOME', 'I(PALMA>0.06)', 'AGE_DEPENDENCY', 'I(AGE_DEPENDENCY>0.67)')",0.7422046543220763,0.1454237170841561,0.11643444392918088,0.17321783556375356
"('DESTROYED', 'I(AGE_DEPENDENCY>0.67)', 'EPR')",0.7451763741079549,0.14728608162057089,0.11781661932663567,0.1733087756130839
"('DESTROYED', 'INCOME', 'AGE_DEPENDENCY', 'I(AGE_DEPENDENCY>0.67)', 'TENURE_SECURITY')",0.7460810904324762,0.14668040403628033,0.11938329386587722,0.17332753582322713
"('DESTROYED', 'I(INCOME>0.7)', 'I(PALMA>0.06)')",0.7520680993637411,0.14736514083254343,0.12474628115436166,0.17334777420772132
"('DESTROYED', 'PALMA', 'AGE_DEPENDENCY', 'I(AGE_DEPENDENCY>0.67)', 'I(TENURE_SECURITY>0.81)')",0.7405253263445986,0.1430258325567258,0.11760763305229,0.17336937975480574
"('DESTROYED', 'PALMA', 'AGE_DEPENDENCY', 'I(AGE_DEPENDENCY>0.67)', 'TENURE_SECURITY')",0.7403018512042026,0.14400413907069531,0.11642898784655538,0.17337709190434936
"('DESTROYED', 'INCOME', 'AGE_DEPENDENCY', 'I(TENURE_SECURITY>0.81)')",0.7529131810684037,0.15029693081992315,0.1227537407072473,0.1733791634862556
"('DESTROYED', 'I(PALMA>0.06)', 'AGE_DEPENDENCY', 'I(TENURE_SECURITY>0.81)', 'DESTROYED×INCOME')",0.7421917541414698,0.14606540149843514,0.11627537844984613,0.17338300860227052
"('DESTROYED', 'I(DESTROYED>4.5)', 'I(AGE_DEPENDENCY>0.67)', 'TENURE_SECURITY', 'EPR')",0.7655918958611849,0.1586780328652722,0.12718430106767364,0.17342347935725363
"('DESTROYED', 'I(DESTROYED>4.5)', 'INCOME', 'I(INCOME>0.7)', 'PALMA')",0.766407792986232,0.16607997733130242,0.12074469085723909,0.17347229173410317
"('DESTROYED', 'PALMA', 'AGE_DEPENDENCY', 'I(AGE_DEPENDENCY>0.67)', 'EPR')",0.736145162465156,0.1449128623108197,0.11175755868645626,0.17350841951070664
"('DESTROYED', 'I(DESTROYED>4.5)', 'PALMA', 'TENURE_SECURITY', 'DESTROYED×INCOME')",0.7643458705529569,0.1640798394966638,0.12082496117516321,0.1735196433729567
"('DESTROYED', 'PALMA', 'I(PALMA>0.06)', 'AGE_DEPENDENCY', 'EPR')",0.7388407641372161,0.14636585784513223,0.11306569628085539,0.1735302633295905
"('DESTROYED', 'I(DESTROYED>4.5)', 'I(PALMA>0.06)', 'GRID_SMOD', 'EPR')",0.7583594459831499,0.16348163946037816,0.11550524882893812,0.17354248076872214
"('DESTROYED', 'I(DESTROYED>4.5)', 'INCOME', 'I(AGE_DEPENDENCY>0.67)', 'I(TENURE_SECURITY>0.81)')",0.7708571666566713,0.1597287947937709,0.1317692641150698,0.17354696408405648
"('DESTROYED', 'I(DESTROYED>4.5)', 'INCOME', 'PALMA', 'TENURE_SECURITY')",0.7635000584170368,0.1643475687269896,0.11988184938113979,0.1735764532303642
"('DESTROYED', 'PALMA', 'TENURE_SECURITY')",0.740522300044795,0.14754456729341528,0.1137587926082438,0.1735936866189547
"('DESTROYED', 'I(PALMA>0.06)', 'AGE_DEPENDENCY', 'EPR', 'DESTROYED×INCOME')",0.7451398709177921,0.14857619216227363,0.11739978642874506,0.17361203589107554
"('DESTROYED', 'I(PALMA>0.06)', 'GRID_SMOD', 'I(AGE_DEPENDENCY>0.67)')",0.7421690738492848,0.14552179659726316,0.11759483916258895,0.17364918730352244
"('DESTROYED', 'PALMA', 'I(PALMA>0.06)', 'EPR')",0.7390728407139917,0.14598697832591628,0.11414598216577865,0.1736867065925677
"('DESTROYED', 'INCOME', 'I(INCOME>0.7)', 'I(PALMA>0.06)', 'I(TENURE_SECURITY>0.81)')",0.7450606704734397,0.1469397958262063,0.11920750579246862,0.17369554371507842
"('DESTROYED', 'PALMA', 'I(PALMA>0.06)', 'I(TENURE_SECURITY>0.81)')",0.7386132444917581,0.14677506116609437,0.11292531240111953,0.17369570969181858
"('DESTROYED', 'INCOME', 'PALMA', 'I(AGE_DEPENDENCY>0.67)', 'DESTROYED×INCOME')",0.7384878421669696,0.146194935004128,0.11362678170814573,0.17377795818176803
"('DESTROYED', 'I(DESTROYED>4.5)', 'AGE_DEPENDENCY', 'TENURE_SECURITY')",0.7675161782352052,0.15869899889065323,0.1301518078501369,0.17377820950186162
"('DESTROYED', 'I(PALMA>0.06)', 'AGE_DEPENDENCY', 'I(AGE_DEPENDENCY>0.67)', 'TENURE_SECURITY')",0.7383260581421579,0.14377409787894926,0.11589270421577005,0.17378024798418715
"('DESTROYED', 'I(INCOME>0.7)', 'I(PALMA>0.06)', 'GRID_SMOD', 'AGE_DEPENDENCY')",0.748460844646198,0.14860549506646548,0.12129422007717021,0.17381295683247924
"('DESTROYED', 'INCOME', 'PALMA', 'I(TENURE_SECURITY>0.81)')",0.7437932277261612,0.1484328361621149,0.1168808769095195,0.17384016178182438
"('DESTROYED', 'INCOME', 'PALMA', 'GRID_SMOD', 'AGE_DEPENDENCY')",0.7394967170304234,0.15060342177471311,0.11050364356024144,0.17387011610151037
"('DESTROYED', 'I(AGE_DEPENDENCY>0.67)', 'TENURE_SECURITY', 'I(TENURE_SECURITY>0.81)')",0.7462862174690692,0.14566942503418065,0.1222341792680444,0.1738724622777186
"('DESTROYED', 'PALMA', 'I(AGE_DEPENDENCY>0.67)', 'TENURE_SECURITY', 'I(TENURE_SECURITY>0.81)')",0.7387585620296084,0.14343396655131468,0.1171218172297526,0.17393240725048628
"('DESTROYED', 'INCOME', 'I(PALMA>0.06)', 'AGE_DEPENDENCY', 'DESTROYED×INCOME')",0.7372831697092294,0.1471178379253535,0.11200390559288739,0.1739461912696705
"('DESTROYED', 'I(AGE_DEPENDENCY>0.67)', 'TENURE_SECURITY', 'I(TENURE_SECURITY>0.81)', 'DESTROYED×INCOME')",0.7449228512484197,0.1461184735320109,0.12070765777997523,0.17396776002118877
"('DESTROYED', 'AGE_DEPENDENCY', 'I(TENURE_SECURITY>0.81)', 'DESTROYED×INCOME')",0.7490764172381632,0.14989390929893176,0.12117812606742442,0.17399853937606433
"('DESTROYED', 'I(DESTROYED>4.5)', 'PALMA', 'AGE_DEPENDENCY', 'EPR')",0.766467814986712,0.16461699340155972,0.12394423109815524,0.17403113650433433
"('DESTROYED', 'PALMA', 'I(AGE_DEPENDENCY>0.67)', 'TENURE_SECURITY', 'EPR')",0.7324593129222607,0.1455522089548787,0.10921428093076593,0.17410239232112798
"('DESTROYED', 'AGE_DEPENDENCY', 'I(AGE_DEPENDENCY>0.67)', 'TENURE_SECURITY', 'DESTROYED×INCOME')",0.7454757573995598,0.1463599850360215,0.12151840813662991,0.17413421192436385
"('DESTROYED', 'I(DESTROYED>4.5)', 'PALMA', 'EPR')",0.7662051746626617,0.16484404605038971,0.1237781492348236,0.17413900687418385
"('DESTROYED', 'PALMA', 'EPR')",0.7425763779476022,0.1477229467120035,0.11727410318529616,0.17414022398323248
"('DESTROYED', 'I(PALMA>0.06)', 'AGE_DEPENDENCY', 'TENURE_SECURITY', 'DESTROYED×INCOME')",0.7411757058332493,0.1458719174540089,0.11772683002933006,0.17414101388336323
"('DESTROYED', 'INCOME', 'I(AGE_DEPENDENCY>0.67)', 'EPR')",0.745957651575102,0.15050020790971552,0.11801883859977465,0.17418713164479604
"('DESTROYED', 'I(DESTROYED>4.5)', 'INCOME', 'AGE_DEPENDENCY', 'TENURE_SECURITY')",0.7675167561757523,0.15853532669819426,0.13202256662587744,0.17434704571610646
"('DESTROYED', 'I(INCOME>0.7)', 'AGE_DEPENDENCY', 'EPR')",0.7542100362335571,0.15791321651411547,0.11961930605585643,0.17444082877880493
